CHR	POS	MarkerID	Allele1	Allele2	AC_Allele2	AF_Allele2	MissingRate	BETA	SE	Tstat	var	p.value	N
1	7580558	var_3834	A	T	9741	0.9741	0	0.0876012	0.0621371	22.6886	258.999	1.585973E-01	5000
1	7583334	var_3835	A	T	259	0.0259	0	-0.0876012	0.0621371	-22.6886	258.999	1.585973E-01	5000
1	7586018	var_3836	A	T	259	0.0259	0	-0.0876012	0.0621371	-22.6886	258.999	1.585973E-01	5000
1	7587853	var_3837	A	T	259	0.0259	0	-0.0876012	0.0621371	-22.6886	258.999	1.585973E-01	5000
1	7589309	var_3839	A	T	140	0.014	0	-0.0484302	0.0845909	-6.76813	139.75	5.669679E-01	5000
UR	UR	gene_30:synonymous:0.05	UR	UR	434.947	0.0434947	0	0.0128796	0.0121734	86.9122	6748.03	2.900481E-01	5000
1	7829602	var_3958	A	T	69	0.0069	0	-0.166155	0.121348	-11.2835	67.9096	1.709259E-01	5000
1	7838517	var_3963	A	T	193	0.0193	0	0.0364043	0.0731399	6.80525	186.935	6.186706E-01	5000
1	7838658	var_3964	A	T	130	0.013	0	0.0814412	0.0890272	10.2754	126.169	3.603021E-01	5000
1	7844363	var_3966	A	T	86	0.0086	0	0.078831	0.108863	6.65174	84.3797	4.689861E-01	5000
1	7847109	var_3968	A	T	184	0.0184	0	0.0440788	0.0748108	7.87591	178.678	5.557250E-01	5000
1	7864191	var_3975	A	T	274	0.0274	0	0.0157737	0.0617516	4.13655	262.243	7.983844E-01	5000
1	7875041	var_3978	A	T	128	0.0128	0	-0.0265871	0.089645	-3.3084	124.437	7.667859E-01	5000
1	7875876	var_3979	A	T	20	0.002	0	-0.255889	0.224557	-5.07458	19.8312	2.544823E-01	5000
UR	UR	gene_31:synonymous:0.05	UR	UR	517.957	0.0517957	0	0.0175137	0.00988253	179.325	10239.1	7.636312E-02	5000
1	7929901	var_4002	A	T	63	0.0063	0	0.0700887	0.12692	4.35099	62.0783	5.807927E-01	5000
1	7942441	var_4007	A	T	273	0.0273	0	-0.0438711	0.0613642	-11.6506	265.565	4.746520E-01	5000
1	7942790	var_4009	A	T	17	0.0017	0	0.0810508	0.243426	1.3678	16.8758	7.391657E-01	5000
1	7944894	var_4012	A	T	21	0.0021	0	-0.242984	0.219032	-5.06481	20.8442	2.672777E-01	5000
1	7947653	var_4013	A	T	23	0.0023	0	-0.283006	0.20921	-6.46593	22.8473	1.761395E-01	5000
1	7948165	var_4014	A	T	12	0.0012	0	-0.43337	0.289341	-5.17652	11.9448	1.341900E-01	5000
1	7953619	var_4019	A	T	118	0.0118	0	0.0882821	0.0925036	10.3171	116.865	3.398992E-01	5000
1	7954881	var_4020	A	T	12	0.0012	0	-0.0460246	0.28932	-0.549838	11.9466	8.736067E-01	5000
1	7959622	var_4023	A	T	22	0.0022	0	0.102163	0.213864	2.23366	21.8638	6.328645E-01	5000
1	7968167	var_4024	A	T	88	0.0088	0	-0.0266352	0.107637	-2.29897	86.3132	8.045570E-01	5000
1	7973815	var_4025	A	T	213	0.0213	0	-0.0572177	0.0688264	-12.0787	211.101	4.057851E-01	5000
UR	UR	gene_32:synonymous:0.05	UR	UR	253.122	0.0253122	0	-0.000252558	0.0139796	-1.29233	5116.95	9.855860E-01	5000
1	8001324	var_4040	A	T	25	0.0025	0	0.0868685	0.200994	2.15029	24.7534	6.655997E-01	5000
1	8006633	var_4041	A	T	17	0.0017	0	0.0167138	0.243318	0.282311	16.8908	9.452354E-01	5000
1	8010221	var_4042	A	T	277	0.0277	0	0.0190107	0.060736	5.15353	271.086	7.542768E-01	5000
1	8026138	var_4048	A	T	478	0.0478	0	0.0198965	0.0472898	8.89694	447.161	6.739486E-01	5000
1	8038253	var_4054	A	T	100	0.01	0	0.134859	0.100153	13.4449	99.6955	1.781290E-01	5000
1	8038869	var_4055	A	T	28	0.0028	0	0.476599	0.189702	13.2438	27.7881	1.199266E-02	5000
1	8040201	var_4057	A	T	32	0.0032	0	-0.155888	0.177653	-4.93932	31.685	3.802227E-01	5000
UR	UR	gene_33:synonymous:0.05	UR	UR	246.332	0.0246332	0	0.00556923	0.0155513	23.0282	4134.89	7.202543E-01	5000
1	8784499	var_4439	A	T	48	0.0048	0	0.0352603	0.145337	1.6693	47.342	8.083070E-01	5000
1	8787239	var_4441	A	T	27	0.0027	0	0.00656495	0.193234	0.175819	26.7815	9.728978E-01	5000
1	8788235	var_4442	A	T	264	0.0264	0	0.0285454	0.0623378	7.3457	257.334	6.470136E-01	5000
1	8791634	var_4443	A	T	31	0.0031	0	0.0109957	0.180405	0.33785	30.7258	9.513992E-01	5000
1	8793455	var_4444	A	T	179	0.0179	0	0.0197712	0.0758794	3.43388	173.681	7.944315E-01	5000
1	8795443	var_4446	A	T	177	0.0177	0	0.00494793	0.0766816	0.841476	170.066	9.485516E-01	5000
1	8810130	var_4452	A	T	37	0.0037	0	-0.165262	0.165119	-6.06147	36.6779	3.168916E-01	5000
1	8813930	var_4454	A	T	306	0.0306	0	0.108245	0.0587503	31.3608	289.721	6.540843E-02	5000
1	8816026	var_4455	A	T	41	0.0041	0	-0.105175	0.157056	-4.26387	40.5406	5.030699E-01	5000
1	8822259	var_4457	A	T	87	0.0087	0	-0.115486	0.108298	-9.84659	85.2624	2.862571E-01	5000
1	8828042	var_4459	A	T	27	0.0027	0	0.428424	0.193165	11.482	26.8005	2.656049E-02	5000
1	8829958	var_4461	A	T	41	0.0041	0	-0.105175	0.157056	-4.26387	40.5406	5.030699E-01	5000
UR	UR	gene_34:synonymous:0.05	UR	UR	101.305	0.0101305	0	0.0162783	0.0307979	17.162	1054.28	5.971150E-01	5000
1	9687332	var_4874	A	T	24	0.0024	0	0.0165086	0.205054	0.39262	23.7828	9.358330E-01	5000
1	9687567	var_4875	A	T	110	0.011	0	0.236478	0.0966206	25.331	107.118	1.438545E-02	5000
1	9688905	var_4876	A	T	366	0.0366	0	0.053837	0.0539315	18.5096	343.807	3.181586E-01	5000
1	9697280	var_4877	A	T	40	0.004	0	-0.0431444	0.158985	-1.70692	39.5629	7.861033E-01	5000
1	9697802	var_4878	A	T	37	0.0037	0	-0.106329	0.165181	-3.89702	36.6506	5.197615E-01	5000
1	9700294	var_4880	A	T	13	0.0013	0	0.543277	0.27796	7.03164	12.943	5.064029E-02	5000
1	9703477	var_4883	A	T	149	0.0149	0	-0.0175735	0.0827193	-2.56829	146.146	8.317579E-01	5000
1	9704529	var_4884	A	T	273	0.0273	0	0.0595403	0.0616563	15.6623	263.054	3.342040E-01	5000
1	9709189	var_4887	A	T	108	0.0108	0	0.0655882	0.0966079	7.02749	107.146	4.971942E-01	5000
1	9710469	var_4888	A	T	161	0.0161	0	-0.10764	0.0796926	-16.9488	157.458	1.767933E-01	5000
1	9717410	var_4892	A	T	17	0.0017	0	0.0928605	0.243283	1.56895	16.8957	7.026857E-01	5000
1	9718522	var_4893	A	T	75	0.0075	0	-0.131234	0.116522	-9.66563	73.6517	2.600552E-01	5000
1	9720013	var_4895	A	T	137	0.0137	0	-0.0382179	0.0867392	-5.07968	132.914	6.594974E-01	5000
1	9726925	var_4900	A	T	43	0.0043	0	0.333523	0.153354	14.182	42.5218	2.964049E-02	5000
UR	UR	gene_35:synonymous:0.05	UR	UR	262.521	0.0262521	0	0.0140419	0.0145977	65.8956	4692.79	3.360873E-01	5000
1	10151334	var_5086	A	T	78	0.0078	0	0.151957	0.114233	11.6449	76.633	1.834411E-01	5000
1	10159096	var_5089	A	T	49	0.0049	0	0.234933	0.140842	11.8436	50.4125	9.530235E-02	5000
1	10175488	var_5094	A	T	82	0.0082	0	-0.227289	0.110184	-18.7214	82.3683	3.913133E-02	5000
1	10177009	var_5095	A	T	68	0.0068	0	0.136931	0.120452	9.43793	68.9246	2.556159E-01	5000
UR	UR	gene_36:synonymous:0.05	UR	UR	215.879	0.0215879	0	0.00460952	0.0164876	16.9566	3678.6	7.798042E-01	5000
1	10282532	var_5141	A	T	392	0.0392	0	-0.0598858	0.0511428	-22.8958	382.324	2.416176E-01	5000
1	10284079	var_5142	A	T	9815	0.9815	0	-1.00674e-05	0.075039	-0.0017879	177.593	9.998930E-01	5000
1	10286053	var_5144	A	T	9815	0.9815	0	-1.00674e-05	0.075039	-0.0017879	177.593	9.998930E-01	5000
1	10287809	var_5145	A	T	185	0.0185	0	1.00674e-05	0.075039	0.0017879	177.593	9.998930E-01	5000
1	10290442	var_5148	A	T	69	0.0069	0	-0.199228	0.119695	-13.9058	69.7984	9.602094E-02	5000
1	10302743	var_5151	A	T	185	0.0185	0	0.0656158	0.0741601	11.9308	181.828	3.762723E-01	5000
1	10306321	var_5154	A	T	120	0.012	0	0.0236858	0.092607	2.76185	116.604	7.981311E-01	5000
1	10324121	var_5163	A	T	71	0.0071	0	-0.0956624	0.119671	-6.67977	69.8265	4.240721E-01	5000
UR	UR	gene_37:synonymous:0.05	UR	UR	312.13	0.031213	0	0.0165421	0.0139655	84.816	5127.27	2.362156E-01	5000
1	10359133	var_5177	A	T	46	0.0046	0	0.214598	0.1451	10.1927	47.4966	1.391503E-01	5000
1	10360230	var_5178	A	T	15	0.0015	0	-0.486761	0.259079	-7.25187	14.8982	6.027054E-02	5000
1	10366180	var_5180	A	T	82	0.0082	0	-0.102726	0.111501	-8.26267	80.4341	3.568948E-01	5000
1	10372995	var_5183	A	T	171	0.0171	0	-0.0865301	0.0765841	-14.7533	170.499	2.585306E-01	5000
1	10375298	var_5184	A	T	12	0.0012	0	-0.0812838	0.289619	-0.969056	11.9219	7.789732E-01	5000
1	10377320	var_5185	A	T	93	0.0093	0	0.108058	0.103696	10.0492	92.9983	2.973824E-01	5000
1	10380767	var_5186	A	T	61	0.0061	0	0.135548	0.129095	8.13339	60.0038	2.937257E-01	5000
1	10382843	var_5187	A	T	410	0.041	0	-0.0417593	0.050052	-16.669	399.169	4.041013E-01	5000
1	10385226	var_5189	A	T	9667	0.9667	0	-0.129762	0.0554401	-42.2181	325.351	1.925400E-02	5000
1	10386905	var_5190	A	T	263	0.0263	0	0.115368	0.0619717	30.0399	260.383	6.265636E-02	5000
1	10387879	var_5191	A	T	76	0.0076	0	0.156429	0.115829	11.6595	74.5353	1.768528E-01	5000
1	10388354	var_5193	A	T	150	0.015	0	-0.0189287	0.0813348	-2.86133	151.164	8.159746E-01	5000
1	10400529	var_5198	A	T	13	0.0013	0	0.075364	0.2781	0.974455	12.93	7.863942E-01	5000
UR	UR	gene_38:synonymous:0.05	UR	UR	409.57	0.040957	0	-0.00686789	0.0118289	-49.0832	7146.76	5.615091E-01	5000
1	10695756	var_5354	A	T	60	0.006	0	-0.0629868	0.130068	-3.72314	59.1099	6.282005E-01	5000
1	10696932	var_5356	A	T	67	0.0067	0	0.0793421	0.123145	5.23205	65.943	5.193811E-01	5000
1	10703582	var_5359	A	T	281	0.0281	0	0.0878069	0.0603373	24.1188	274.68	1.455957E-01	5000
1	10717501	var_5363	A	T	193	0.0193	0	0.0570013	0.0723132	10.9006	191.234	4.305474E-01	5000
1	10717941	var_5364	A	T	103	0.0103	0	0.0283249	0.0978167	2.96034	104.514	7.721445E-01	5000
UR	UR	gene_39:synonymous:0.05	UR	UR	605.523	0.0605523	0	0.000571851	0.0106263	5.06431	8855.99	9.570827E-01	5000
1	10892222	var_5448	A	T	20	0.002	0	-0.0614373	0.224632	-1.21756	19.8179	7.844672E-01	5000
1	10892472	var_5449	A	T	424	0.0424	0	0.0557207	0.0497313	22.5298	404.334	2.625286E-01	5000
1	10894307	var_5450	A	T	11	0.0011	0	0.116242	0.302251	1.27241	10.9463	7.005431E-01	5000
1	10897047	var_5453	A	T	107	0.0107	0	0.0957297	0.0960557	10.3753	108.381	3.189559E-01	5000
1	10897703	var_5455	A	T	22	0.0022	0	0.113428	0.21392	2.47867	21.8523	5.959482E-01	5000
1	10898106	var_5456	A	T	276	0.0276	0	-0.12214	0.0608435	-32.9935	270.129	4.470279E-02	5000
1	10899659	var_5457	A	T	9724	0.9724	0	0.12214	0.0608435	32.9935	270.129	4.470279E-02	5000
1	10903172	var_5458	A	T	60	0.006	0	0.13583	0.130021	8.03464	59.1523	2.961741E-01	5000
1	10903980	var_5459	A	T	276	0.0276	0	-0.12214	0.0608435	-32.9935	270.129	4.470279E-02	5000
1	10905475	var_5460	A	T	157	0.0157	0	-0.109075	0.0802081	-16.9547	155.44	1.738607E-01	5000
1	10906848	var_5461	A	T	276	0.0276	0	-0.12214	0.0608435	-32.9935	270.129	4.470279E-02	5000
1	10908980	var_5462	A	T	9724	0.9724	0	0.12214	0.0608435	32.9935	270.129	4.470279E-02	5000
1	10911661	var_5463	A	T	32	0.0032	0	-0.0422028	0.172369	-1.42044	33.6575	8.065807E-01	5000
1	10913494	var_5464	A	T	26	0.0026	0	0.195249	0.196894	5.03641	25.7948	3.213722E-01	5000
1	10914546	var_5465	A	T	278	0.0278	0	-0.0319231	0.060655	-8.67705	271.811	5.986755E-01	5000
1	10915009	var_5466	A	T	174	0.0174	0	-0.0785706	0.0768877	-13.2907	169.156	3.068337E-01	5000
1	10916583	var_5467	A	T	141	0.0141	0	-0.0131054	0.0849521	-1.81595	138.564	8.773980E-01	5000
1	10917292	var_5468	A	T	12	0.0012	0	0.423486	0.289396	5.05655	11.9403	1.433730E-01	5000
1	10917820	var_5469	A	T	12	0.0012	0	0.423486	0.289396	5.05655	11.9403	1.433730E-01	5000
1	10918433	var_5471	A	T	406	0.0406	0	-0.0102069	0.05116	-3.89971	382.067	8.418647E-01	5000
1	10923860	var_5473	A	T	406	0.0406	0	-0.0102069	0.05116	-3.89971	382.067	8.418647E-01	5000
1	10924596	var_5474	A	T	50	0.005	0	-0.0153231	0.127615	-0.940891	61.4037	9.044260E-01	5000
1	10929304	var_5478	A	T	17	0.0017	0	-0.141029	0.24323	-2.38384	16.9031	5.620363E-01	5000
1	10933408	var_5481	A	T	15	0.0015	0	-0.34806	0.258842	-5.19497	14.9255	1.787290E-01	5000
1	10934008	var_5482	A	T	141	0.0141	0	-0.0131054	0.0849521	-1.81595	138.564	8.773980E-01	5000
1	10937259	var_5483	A	T	17	0.0017	0	0.0705919	0.243341	1.19213	16.8876	7.717441E-01	5000
UR	UR	gene_40:synonymous:0.05	UR	UR	392.862	0.0392862	0	-0.0285704	0.01231	-188.539	6599.12	2.029154E-02	5000
1	10975637	var_5500	A	T	23	0.0023	0	-0.55885	0.209398	-12.7454	22.8064	7.611222E-03	5000
1	10975906	var_5501	A	T	435	0.0435	0	-0.0808677	0.0487805	-33.9847	420.25	9.736011E-02	5000
1	10976748	var_5502	A	T	308	0.0308	0	-0.0417069	0.0588884	-12.0267	288.363	4.787988E-01	5000
1	10989389	var_5511	A	T	15	0.0015	0	-0.442329	0.258859	-6.60112	14.9235	8.749518E-02	5000
1	10990598	var_5512	A	T	282	0.0282	0	-0.14954	0.0602484	-41.1971	275.492	1.306255E-02	5000
1	10990677	var_5513	A	T	64	0.0064	0	-0.182781	0.124072	-11.8736	64.9606	1.407014E-01	5000
1	10999939	var_5515	A	T	64	0.0064	0	-0.182781	0.124072	-11.8736	64.9606	1.407014E-01	5000
1	11004706	var_5517	A	T	302	0.0302	0	-0.0557551	0.0584359	-16.3277	292.847	3.400209E-01	5000
1	11010388	var_5522	A	T	40	0.004	0	0.0928788	0.15911	3.66878	39.5008	5.593954E-01	5000
1	11022108	var_5526	A	T	82	0.0082	0	0.101374	0.111562	8.1451	80.3472	3.635191E-01	5000
UR	UR	gene_41:synonymous:0.05	UR	UR	583.655	0.0583655	0	-0.00523433	0.00974288	-55.1425	10534.8	5.910971E-01	5000
1	11199134	var_5597	A	T	21	0.0021	0	0.216322	0.219108	4.50592	20.8297	3.235036E-01	5000
1	11202806	var_5599	A	T	68	0.0068	0	0.0072742	0.122254	0.486701	66.9079	9.525531E-01	5000
1	11202990	var_5600	A	T	241	0.0241	0	0.0171801	0.0658257	3.96494	230.786	7.940966E-01	5000
1	11204334	var_5602	A	T	54	0.0054	0	-0.181686	0.136952	-9.68697	53.3171	1.846258E-01	5000
1	11209161	var_5604	A	T	28	0.0028	0	-0.0431067	0.189759	-1.19713	27.7712	8.202949E-01	5000
1	11225580	var_5609	A	T	140	0.014	0	0.00627655	0.0858781	0.851052	135.592	9.417371E-01	5000
1	11235725	var_5614	A	T	95	0.0095	0	0.132348	0.101609	12.819	96.8581	1.927384E-01	5000
1	11237040	var_5616	A	T	15	0.0015	0	-0.119306	0.25901	-1.77841	14.9062	6.450681E-01	5000
UR	UR	gene_42:synonymous:0.05	UR	UR	567.299	0.0567299	0	-0.0154067	0.0104158	-142.012	9217.52	1.390949E-01	5000
1	11252907	var_5622	A	T	95	0.0095	0	0.132348	0.101609	12.819	96.8581	1.927384E-01	5000
1	11259690	var_5624	A	T	43	0.0043	0	0.121987	0.153359	5.18674	42.519	4.263622E-01	5000
1	11268276	var_5627	A	T	19	0.0019	0	0.233099	0.230096	4.40272	18.8877	3.110361E-01	5000
1	11271777	var_5629	A	T	109	0.0109	0	0.0592519	0.0969651	6.3019	106.358	5.411571E-01	5000
1	11280901	var_5632	A	T	304	0.0304	0	0.0399944	0.0583452	11.7487	293.758	4.930417E-01	5000
1	11281543	var_5633	A	T	120	0.012	0	0.0355176	0.0910351	4.28574	120.665	6.964235E-01	5000
1	11286447	var_5635	A	T	372	0.0372	0	-0.0150756	0.0531621	-5.33421	353.831	7.767339E-01	5000
1	11287210	var_5636	A	T	85	0.0085	0	-0.00422224	0.109584	-0.351603	83.274	9.692652E-01	5000
1	11290355	var_5637	A	T	304	0.0304	0	-0.095414	0.0588504	-27.5495	288.736	1.049537E-01	5000
1	11297723	var_5640	A	T	78	0.0078	0	0.103995	0.11428	7.96283	76.5697	3.628254E-01	5000
1	11300394	var_5641	A	T	39	0.0039	0	-0.501235	0.160966	-19.3452	38.595	1.846219E-03	5000
UR	UR	gene_43:synonymous:0.05	UR	UR	455.449	0.0455449	0	0.00217965	0.0107721	18.7838	8617.81	8.396494E-01	5000
1	11908156	var_5978	A	T	144	0.0144	0	0.0643082	0.0840605	9.10087	141.52	4.442578E-01	5000
1	11908383	var_5980	A	T	14	0.0014	0	-0.318628	0.268025	-4.43538	13.9203	2.345200E-01	5000
1	11908790	var_5981	A	T	101	0.0101	0	-0.0640633	0.0997015	-6.44475	100.6	5.205157E-01	5000
1	11910691	var_5982	A	T	25	0.0025	0	-0.182463	0.200744	-4.52783	24.815	3.633850E-01	5000
1	11920109	var_5987	A	T	16	0.0016	0	0.0169458	0.250668	0.269689	15.9148	9.461021E-01	5000
1	11927307	var_5990	A	T	43	0.0043	0	-0.0491322	0.153391	-2.08817	42.5011	7.487359E-01	5000
1	11928119	var_5991	A	T	11	0.0011	0	-0.193858	0.302216	-2.12251	10.9488	5.212270E-01	5000
1	11928888	var_5993	A	T	32	0.0032	0	-0.0173921	0.177802	-0.550149	31.6321	9.220774E-01	5000
1	11934659	var_5994	A	T	111	0.0111	0	-0.127965	0.0944003	-14.3596	112.215	1.752414E-01	5000
1	11937256	var_5997	A	T	366	0.0366	0	-0.0690493	0.0530063	-24.5756	355.914	1.926900E-01	5000
1	11941650	var_6000	A	T	82	0.0082	0	-0.130151	0.111458	-10.4768	80.4973	2.429223E-01	5000
1	11949944	var_6003	A	T	27	0.0027	0	0.210204	0.193313	5.62497	26.7596	2.768699E-01	5000
1	11951001	var_6006	A	T	27	0.0027	0	-0.0585439	0.193415	-1.56495	26.7313	7.621295E-01	5000
UR	UR	gene_44:synonymous:0.05	UR	UR	190.752	0.0190752	0	-0.0123585	0.0163659	-46.1412	3733.55	4.501647E-01	5000
1	12029218	var_6045	A	T	352	0.0352	0	-0.179813	0.0545228	-60.4874	336.39	9.739522E-04	5000
1	12034329	var_6047	A	T	13	0.0013	0	-0.017897	0.277985	-0.231599	12.9407	9.486667E-01	5000
1	12036314	var_6049	A	T	110	0.011	0	0.177482	0.0956047	19.4176	109.406	6.339497E-02	5000
1	12043500	var_6054	A	T	12	0.0012	0	-0.607001	0.289396	-7.24777	11.9403	3.595148E-02	5000
1	12052835	var_6058	A	T	34	0.0034	0	0.149904	0.172305	5.04916	33.6826	3.843040E-01	5000
1	12054300	var_6059	A	T	55	0.0055	0	-0.0951921	0.135859	-5.15733	54.1781	4.835095E-01	5000
1	12057381	var_6060	A	T	16	0.0016	0	-0.0331344	0.250563	-0.52777	15.9282	8.947947E-01	5000
1	12063478	var_6064	A	T	391	0.0391	0	0.00556933	0.0510903	2.13366	383.11	9.131950E-01	5000
1	12064371	var_6065	A	T	369	0.0369	0	-0.152556	0.053234	-53.8334	352.876	4.160036E-03	5000
UR	UR	gene_45:synonymous:0.05	UR	UR	462.574	0.0462574	0	0.00886432	0.0101345	86.3062	9736.36	3.817538E-01	5000
1	12348568	var_6203	A	T	15	0.0015	0	0.124204	0.258933	1.85251	14.9151	6.314579E-01	5000
1	12351296	var_6206	A	T	112	0.0112	0	-0.165137	0.0957046	-18.0293	109.178	8.444019E-02	5000
1	12359664	var_6210	A	T	17	0.0017	0	0.394728	0.243304	6.66806	16.8928	1.047250E-01	5000
1	12362060	var_6211	A	T	24	0.0024	0	0.160537	0.204954	3.82175	23.8061	4.334606E-01	5000
1	12362402	var_6212	A	T	37	0.0037	0	-0.0734244	0.165312	-2.68679	36.5926	6.569287E-01	5000
1	12372852	var_6221	A	T	149	0.0149	0	0.0840506	0.0827161	12.2846	146.157	3.095660E-01	5000
1	12374761	var_6222	A	T	450	0.045	0	-0.0425137	0.0486946	-17.9295	421.734	3.826260E-01	5000
1	12376666	var_6223	A	T	224	0.0224	0	0.102635	0.0675335	22.5039	219.261	1.285693E-01	5000
1	12378503	var_6224	A	T	36	0.0036	0	-0.0242949	0.16758	-0.865106	35.6085	8.847308E-01	5000
1	12380485	var_6225	A	T	38	0.0038	0	-0.0608541	0.163224	-2.28414	37.5346	7.092781E-01	5000
1	12386122	var_6232	A	T	291	0.0291	0	-0.00378619	0.059185	-1.08088	285.48	9.489924E-01	5000
1	12387173	var_6233	A	T	13	0.0013	0	0.414413	0.278182	5.35519	12.9224	1.362986E-01	5000
1	12393060	var_6238	A	T	161	0.0161	0	-0.0575336	0.0802047	-8.9438	155.454	4.731678E-01	5000
1	12394742	var_6239	A	T	19	0.0019	0	0.0293644	0.230351	0.553402	18.846	8.985631E-01	5000
1	12394909	var_6240	A	T	92	0.0092	0	-0.012734	0.105362	-1.14709	90.081	9.038024E-01	5000
1	12395265	var_6242	A	T	59	0.0059	0	-0.0953151	0.131139	-5.54243	58.1485	4.673322E-01	5000
UR	UR	gene_46:synonymous:0.05	UR	UR	470.965	0.0470965	0	0.00304665	0.0116903	22.2931	7317.27	7.943907E-01	5000
1	12493944	var_6288	A	T	319	0.0319	0	-0.0158733	0.0570196	-4.88223	307.576	7.807186E-01	5000
1	12494237	var_6289	A	T	123	0.0123	0	-0.0776625	0.0914467	-9.287	119.582	3.957338E-01	5000
1	12496766	var_6290	A	T	311	0.0311	0	0.106797	0.0569462	32.933	308.369	6.073649E-02	5000
1	12498365	var_6291	A	T	106	0.0106	0	-0.0639419	0.0983058	-6.61649	103.477	5.154085E-01	5000
1	12503267	var_6293	A	T	123	0.0123	0	-0.0776625	0.0914467	-9.287	119.582	3.957338E-01	5000
1	12505854	var_6297	A	T	153	0.0153	0	0.00109427	0.0811425	0.166198	151.881	9.892403E-01	5000
1	12508828	var_6298	A	T	19	0.0019	0	0.201334	0.230245	3.79782	18.8633	3.818838E-01	5000
1	12509888	var_6300	A	T	104	0.0104	0	-0.048619	0.0982648	-5.03512	103.563	6.207586E-01	5000
1	12514861	var_6307	A	T	205	0.0205	0	0.00878899	0.0710514	1.74098	198.086	9.015536E-01	5000
1	12527137	var_6314	A	T	296	0.0296	0	-0.0133831	0.0583422	-3.9318	293.788	8.185657E-01	5000
1	12528278	var_6315	A	T	92	0.0092	0	-0.0170607	0.105321	-1.53803	90.1505	8.713163E-01	5000
1	12535326	var_6319	A	T	14	0.0014	0	0.34324	0.268251	4.76996	13.8969	2.007049E-01	5000
UR	UR	gene_47:synonymous:0.05	UR	UR	508.373	0.0508373	0	-0.00323737	0.00984958	-33.3701	10307.8	7.423968E-01	5000
1	12729703	var_6401	A	T	29	0.0029	0	0.212742	0.186485	6.11734	28.7548	2.539553E-01	5000
1	12741029	var_6406	A	T	36	0.0036	0	0.148477	0.167447	5.29546	35.6652	3.752357E-01	5000
1	12743559	var_6407	A	T	11	0.0011	0	0.0805017	0.302391	0.880374	10.9361	7.900719E-01	5000
1	12749758	var_6408	A	T	24	0.0024	0	-0.014584	0.204834	-0.347594	23.834	9.432394E-01	5000
1	12753281	var_6409	A	T	21	0.0021	0	-0.32264	0.219076	-6.7225	20.8359	1.408224E-01	5000
1	12756471	var_6412	A	T	47	0.0047	0	0.0773022	0.146768	3.58861	46.4231	5.984056E-01	5000
1	12761434	var_6413	A	T	9585	0.9585	0	-0.0651245	0.0503916	-25.6465	393.807	1.962300E-01	5000
1	12762350	var_6414	A	T	415	0.0415	0	0.0651245	0.0503916	25.6465	393.807	1.962300E-01	5000
1	12762773	var_6415	A	T	415	0.0415	0	0.0651245	0.0503916	25.6465	393.807	1.962300E-01	5000
1	12766674	var_6417	A	T	15	0.0015	0	-0.318022	0.258811	-4.7478	14.9292	2.191532E-01	5000
1	12766791	var_6418	A	T	31	0.0031	0	-0.175764	0.180404	-5.40054	30.7261	3.299184E-01	5000
1	12771993	var_6419	A	T	11	0.0011	0	0.306022	0.302725	3.33931	10.912	3.120678E-01	5000
1	12773696	var_6420	A	T	14	0.0014	0	-0.0251498	0.268089	-0.349926	13.9137	9.252590E-01	5000
UR	UR	gene_48:synonymous:0.05	UR	UR	271.805	0.0271805	0	-0.0236432	0.0171551	-80.3375	3397.9	1.681412E-01	5000
1	1721082	var_810	A	T	46	0.0046	0	-0.126236	0.148309	-5.73916	45.4636	3.946748E-01	5000
1	1725144	var_812	A	T	11	0.0011	0	-0.203436	0.302491	-2.22332	10.9288	5.012430E-01	5000
1	1728282	var_814	A	T	443	0.0443	0	-0.0491468	0.0486897	-20.731	421.819	3.127888E-01	5000
1	1730405	var_816	A	T	308	0.0308	0	0.0460464	0.0573718	13.9894	303.811	4.222082E-01	5000
1	1738968	var_820	A	T	366	0.0366	0	-0.0773884	0.0531735	-27.3707	353.679	1.455598E-01	5000
1	1742845	var_824	A	T	107	0.0107	0	0.0954069	0.0969786	10.1444	106.328	3.252171E-01	5000
1	1754284	var_827	A	T	52	0.0052	0	0.0674342	0.139648	3.45789	51.278	6.291758E-01	5000
1	1762982	var_832	A	T	12	0.0012	0	-0.240628	0.289512	-2.87088	11.9308	4.058875E-01	5000
1	1767068	var_834	A	T	367	0.0367	0	0.0505692	0.0537966	17.4734	345.534	3.472135E-01	5000
UR	UR	gene_5:synonymous:0.05	UR	UR	199.095	0.0199095	0	0.0242872	0.0177299	77.2613	3181.16	1.707372E-01	5000
1	13075668	var_6551	A	T	18	0.0018	0	-0.0170791	0.236362	-0.305709	17.8996	9.423966E-01	5000
1	13086105	var_6554	A	T	17	0.0017	0	-0.236865	0.243394	-3.99833	16.8802	3.304679E-01	5000
1	13086347	var_6555	A	T	17	0.0017	0	0.124449	0.243369	2.10117	16.8838	6.090993E-01	5000
1	13090516	var_6558	A	T	218	0.0218	0	-0.112719	0.0686954	-23.8858	211.907	1.008296E-01	5000
1	13092209	var_6559	A	T	124	0.0124	0	-0.0489013	0.0903154	-5.9951	122.596	5.881971E-01	5000
1	13095277	var_6561	A	T	205	0.0205	0	0.00945985	0.0707132	1.89184	199.986	8.935783E-01	5000
1	13097945	var_6562	A	T	21	0.0021	0	0.261997	0.21916	5.45471	20.8198	2.319085E-01	5000
